code,krName,enName,ipoDate,exchange
17890,한국알콜,KoreaAlcoholIndustrial,1992/08/04,KOSDAQ
240,한국앤컴퍼니,HANKOOK & COMPANY,1968/12/27,KOSPI
33270,유나이티드제약,Korea United Pharm. Inc.,2007/10/23,KOSPI
80720,한국유니온제약,"UNION KOREA PHARM CO.,Ltd",2018/07/26,KOSDAQ
123890,한국자산신탁,KAIT,2016/07/13,KOSPI
15760,한국전력,KoreaElectricPower,1989/08/10,KOSPI
52690,한전기술,KEPCO Engineering & Construction,2009/12/14,KOSPI
63570,한국전자금융,"NICE Total Cash Management Co., Ltd",2006/07/14,KOSDAQ
41460,한국전자인증,Korea Electronic Certification Authority Inc.,2010/11/19,KOSDAQ
6200,한국전자홀딩스,KEC HOLDINGS,1979/11/30,KOSPI
65530,전파기지국,KRTnet Corporation,2002/06/04,KOSDAQ
101680,한국정밀기계,"HNK MACHINE TOOL CO.,LTD.",2009/05/19,KOSDAQ
39740,한국정보공학,Korea Information Engineering Services,2000/07/06,KOSDAQ
53300,한국정보인증,"KOREA INFORMATION CERTIFICATE AUTHORITY, INCORPORATED",2014/02/04,KOSDAQ
25770,한국정보통신,KoreaInformation&Communication,1998/01/20,KOSDAQ
310870,한국제8호스팩,"Korea No.8 Special Purpose Acquisition Co., LTD.",2018/12/20,KOSDAQ
368770,한국9호스팩,"Korea No.9 Special Purpose Acquisition Co., LTD.",2021/01/21,KOSDAQ
9540,한국조선해양,KOREA SHIPBUILDING & OFFSHORE ENGINEERING,1999/08/24,KOSPI
23350,한국종합기술,Korea Engineering Consultants Corp.,2011/04/28,KOSPI
25890,한국주강,HankookSteel,1997/07/18,KOSPI
970,한국주철관,KoreaCastIronPipeInd,1969/12/12,KOSPI
104700,한국철강,KISCO Corp.,2008/09/29,KOSPI
17960,한국카본,HankukCarbon,1995/07/08,KOSPI
23760,한국캐피탈,"Han Kook Capital Co., Ltd.",1994/11/07,KOSDAQ
54040,한국컴퓨터,KOREA COMPUTER INC.,2002/01/15,KOSDAQ
50540,한국코퍼레이션,HANKOOK Corporation Inc.,2005/12/12,KOSDAQ
161890,한국콜마,KOLMAR KOREA,2012/10/19,KOSPI
24720,한국콜마홀딩스,KOLMAR KOREA HOLDINGS,2002/04/09,KOSPI
21650,한국큐빅,CUBIC KOREA INC.,2003/01/24,KOSDAQ
161390,한국타이어앤테크놀로지,HANKOOK TIRE & TECHNOLOGY,2012/10/04,KOSPI
53590,한국테크놀로지,HANKOOK Technology Inc.,2001/08/23,KOSDAQ
34830,한국토지신탁,KOREIT,2016/07/11,KOSPI
152550,한국ANKOR유전,KIM ANKOR Oilfield Overseas Resources Development Fund[1],2012/03/08,KOSPI
168490,한국패러랠,KIM Parallel Oilfield Overseas Resources Development Fund[1],2013/04/19,KOSPI
71055,한국금융지주우,KOREA INVESTMENT HOLDINGS(1P),2003/07/21,KOSPI
71050,한국금융지주,KOREA INVESTMENT HOLDINGS,2003/07/21,KOSPI
7280,한국특수형강,KOREASTEELSHAPES,1989/11/13,KOSPI
32300,한국파마,"KOREA PHARMA Co., Ltd.",2020/08/10,KOSDAQ
37230,한국팩키지,"HANKUK PACKAGE CO., LTD.",1999/12/21,KOSDAQ
10100,한국프랜지,KoreaFlange,1987/10/02,KOSPI
47810,한국항공우주,KOREA AEROSPACE INDUSTRIES,2011/06/30,KOSPI
123690,한국화장품,HANKOOKCOSMETICS,2010/06/01,KOSPI
3350,한국화장품제조,HankookCosmeticsManufacturing,1978/02/06,KOSPI
30520,한글과컴퓨터,HANCOM INC.,1996/09/24,KOSDAQ
52600,한네트,"HANNET CO., LTD.",2001/07/10,KOSDAQ
11500,한농화성,HANNONGCHEMICALSINC.,2003/01/09,KOSPI
2390,한독,HANDOK Inc.,1976/06/30,KOSPI
256150,한독크린텍,"Handok Clean Tech Co., Ltd.",2019/09/05,KOSDAQ
14790,한라,Halla Corporation,1994/08/12,KOSPI
92460,한라IMS,"HANLA IMS Co., LTD",2007/05/22,KOSDAQ
60980,한라홀딩스,Halla Holdings Corporation,2010/05/19,KOSPI
39670,한류타임즈,"The Hanryu Times Co., Ltd.",2004/01/16,KOSDAQ
53690,한미글로벌,"HanmiGlobal Co., Ltd",2009/06/23,KOSPI
42700,한미반도체,"HANMISemiconductorCO.,Ltd.",2005/07/22,KOSPI
8930,한미사이언스,Hanmi Science,1988/06/20,KOSPI
128940,한미약품,HanmiPharm,2010/07/30,KOSPI
47080,한빛소프트,HANBIT SOFT Inc.,2002/01/10,KOSDAQ
9240,한샘,"HANSSEM CO.,LTD.",2002/07/16,KOSPI
20000,한섬,HandsomeCorporation,1996/07/03,KOSPI
3680,한성기업,HansungEnterprise,1989/01/26,KOSPI
105630,한세실업,HANSAE,2009/03/20,KOSPI
69640,한세엠케이,HANSAEMK,2011/06/21,KOSPI
16450,한세예스24홀딩스,HansaeYes24Holdings,2000/01/06,KOSPI
10420,한솔PNS,HANSOLPNS,1989/05/31,KOSPI
9180,한솔로지스틱스,Hansol Logistics,1989/11/13,KOSPI
70590,한솔인티큐브,"Hansol Inticube Co., Ltd.",2004/01/08,KOSDAQ
213500,한솔제지,"Hansol Paper Co., Ltd.",2015/01/26,KOSPI
14680,한솔케미칼,HansolChemical,1989/05/20,KOSPI
4710,한솔테크닉스,HansolTechnics,1988/07/06,KOSPI
4150,한솔홀딩스,Hansol Holdings,1972/05/17,KOSPI
25750,한솔홈데코,HansolHomeDeco,2003/11/04,KOSPI
226440,한송네오텍,"HANSONGNEOTECH CO.,LTD.",2015/10/06,KOSDAQ
42520,한스바이오메드,HANS BIOMED CORPORATION,2009/10/09,KOSDAQ
4960,한신공영,HanshinConstruction,1976/07/07,KOSPI
11700,한신기계,HanshinMachinery,1987/07/24,KOSPI
78350,한양디지텍,"HANYANG DIGITECH CO.,LTD.",2004/05/14,KOSDAQ
45100,한양이엔지,"HANYANG ENG CO.,LTD.",2000/08/31,KOSDAQ
1755,한양증권우,HanyangSecurities(1P),1989/10/24,KOSPI
1750,한양증권,HanyangSecurities,1988/03/04,KOSPI
18880,한온시스템,Hanon Systems,1996/07/31,KOSPI
9420,한올바이오파마,"HANALL BIOPHARMA CO.,LTD",1989/12/18,KOSPI
14130,한익스프레스,HanExpress,1989/07/25,KOSPI
46110,한일네트웍스,"HANIL NETWORKS CO., LTD.",2006/01/20,KOSDAQ
24740,한일단조,HanilForgingIndustrial,1996/11/29,KOSDAQ
5860,한일사료,HANIL FEED Co.Ltd,1994/11/07,KOSDAQ
300720,한일시멘트,HANILCEMENT,2018/08/06,KOSPI
123840,한일진공,"HANIL VACUUM CO., LTD.",2010/10/05,KOSDAQ
2220,한일철강,HanilIron&Steel,1988/10/07,KOSPI
6390,한일현대시멘트,HANIL HYUNDAI CEMENT,1975/12/26,KOSPI
3300,한일홀딩스,HANILHOLDINGS,1969/11/20,KOSPI
7770,한일화학,"HANIL CHEMICAL IND. CO., LTD",1992/09/07,KOSDAQ
51600,한전KPS,KEPCO Plant Service & Engineering,2007/12/14,KOSPI
130660,한전산업,Korea Electric Power Industrial Development,2010/12/16,KOSPI
107640,한중엔시에스,"HanJung Natural Connectivity System.co.,Ltd",2013/12/10,KONEX
2320,한진,HanjinTransportation,1974/08/12,KOSPI
97230,한진중공업,HANJIN HEAVY INDUSTRIES & CONSTRUCTION,2007/08/31,KOSPI
3480,한진중공업홀딩스,HanjinHeavyInd&ConstHoldings,1956/03/03,KOSPI
18064K,한진칼우,HANJINKAL(1P),2013/09/16,KOSPI
180640,한진칼,HANJINKAL,2013/09/16,KOSPI
5110,한창,Hanchang,1976/06/01,KOSPI
79170,한창산업,"Hanchang Industry Co., Ltd.",2005/02/01,KOSDAQ
9460,한창제지,HanchangPaper,1987/12/23,KOSPI
86960,한컴MDS,Hancom MDS Inc.,2006/09/26,KOSDAQ
54920,한컴위드,Hancom WITH,2001/11/01,KOSDAQ
2680,한탑,Hantop Inc.,1995/07/07,KOSDAQ
66110,한프,HANP INC,2002/07/16,KOSDAQ
885,한화우,Hanwha(1P),1990/01/22,KOSPI
00088K,한화3우B,HANWHA(3PB),2016/10/19,KOSPI
880,한화,Hanwha,1976/06/24,KOSPI
88350,한화생명,HANWHA LIFE INSURANCE,2010/03/17,KOSPI
370,한화손해보험,"Hanwha General Insurance Co.,Ltd.",1975/06/30,KOSPI
9835,한화솔루션우,HANWHA SOLUTIONS(1P),1989/11/21,KOSPI
9830,한화솔루션,HANWHA SOLUTIONS,1974/06/19,KOSPI
272210,한화시스템,HANWHA SYSTEMS,2019/11/13,KOSPI
317320,한화에스비아이스팩,"Hanwha Sbi Special Purpose Acquisition Co., Ltd.",2019/05/03,KOSDAQ
12450,한화에어로스페이스,HANWHA AEROSPACE,1987/05/27,KOSPI
3535,한화투자증권우,HANWHA INVESTMENT & SECURITIES(1P),1989/05/06,KOSPI
3530,한화투자증권,HANWHA INVESTMENT & SECURITIES,1986/11/25,KOSPI
340440,한화플러스제1호스팩,Hanwha Plus No 1 Special Purpose Acquisition Company,2019/12/27,KOSDAQ
220630,해마로푸드서비스,"Haimarrow Food Service Co., Ltd.",2015/08/28,KOSDAQ
195870,해성디에스,HAESUNG DS,2016/06/24,KOSPI
34810,해성산업,"Haesung Industrial Co., Ltd.",1999/04/16,KOSDAQ
76610,해성옵틱스,"Haesung Optics Co.,Ltd",2013/11/06,KOSDAQ
101530,해태제과식품,"Haitai Confectionery and Foods Co., Ltd.",2016/05/11,KOSPI
220180,핸디소프트,"HANDYSOFT, Inc.",2016/11/24,KOSDAQ
143210,핸즈코퍼레이션,HANDS CORPORATION,2016/12/02,KOSPI
8800,행남사,HAENGNAM INC.,1993/09/03,KOSDAQ
900270,헝셩그룹,HENG SHENG GROUP COMPANY LIMITED,2016/08/18,KOSDAQ
84990,헬릭스미스,"Helixmith Co., Ltd",2005/12/29,KOSDAQ
725,현대건설우,HyundaiEngineering&Construction(1P),1989/09/21,KOSPI
267270,현대건설기계,HYUNDAI CE,2017/05/10,KOSPI
720,현대건설,HyundaiEngineering&Construction,1984/12/22,KOSPI
170030,현대공업,"HYUNDAI INDUSTRIAL CO.,LTD",2013/12/04,KOSDAQ
5440,현대그린푸드,HYUNDAIGREENFOOD,1989/08/22,KOSPI
86280,현대글로비스,"HYUNDAIGLOVIS Co.,LTD",2005/12/26,KOSPI
64350,현대로템,HYUNDAI ROTEM,2013/10/30,KOSPI
79430,현대리바트,HYUNDAILIVART,2005/11/22,KOSPI
12330,현대모비스,HyundaiMobis,1989/09/05,KOSPI
10620,현대미포조선,HyundaiMipoDockyard,1983/12/20,KOSPI
52260,현대바이오랜드,"HYUNDAI BIOLAND Co.,Ltd.",2001/05/17,KOSDAQ
48410,현대바이오,"HYUNDAI BIOSCIENCE CO., LTD.",2002/08/08,KOSDAQ
69960,현대백화점,"HYUNDAIDEPARTMENTSTORECO.,LTD",2002/11/25,KOSPI
4565,현대비앤지스틸우,HYUNDAI BNG STEEL(1P),1989/08/31,KOSPI
4560,현대비앤지스틸,HYUNDAI BNG STEEL,1987/03/24,KOSPI
16790,현대사료,HYUNDAI FEED Inc.,2018/06/01,KOSDAQ
4310,현대약품,Hyundai pharm,1978/06/28,KOSPI
322000,현대에너지솔루션,HYUNDAI ENERGY SOLUTIONS,2019/11/19,KOSPI
17800,현대엘리베이,HyundaiElevator,1996/07/03,KOSPI
307950,현대오토에버,HyundaiAutoever,2019/03/28,KOSPI
11210,현대위아,HYUNDAI WIA,2011/02/21,KOSPI
267260,현대일렉트릭,HYUNDAI ELECTRIC,2017/05/10,KOSPI
5385,현대차우,HyundaiMotor(1P),1989/09/11,KOSPI
5387,현대차2우B,HyundaiMotor(2PB),1998/12/02,KOSPI
5389,현대차3우B,HyundaiMotor(3PB),1999/04/15,KOSPI
5380,현대차,HyundaiMotor,1974/06/28,KOSPI
4020,현대제철,HYUNDAI STEEL,1987/05/23,KOSPI
11760,현대상사,HyundaiCorporation,1977/12/01,KOSPI
267250,현대중공업지주,HYUNDAI HEAVY INDUSTRIES HOLDINGS,2017/05/10,KOSPI
1500,현대차증권,HYUNDAI MOTOR SECURITIES,1990/06/09,KOSPI
227840,현대코퍼레이션홀딩스,HYUNDAI CORPORATION HOLDINGS,2015/10/23,KOSPI
39010,현대통신,"HYUNDAI TELECOMMUNICATION CO.,LTD.",2000/07/20,KOSDAQ
126560,현대퓨처넷,Hyundai Futurenet,2010/12/23,KOSPI
1450,현대해상,"Hyundai MARINE & FIRE INSURANCE CO.,LTD",1989/08/25,KOSPI
57050,현대홈쇼핑,HYUNDAI HOME SHOPPING NETWORK CORPORATION,2010/09/13,KOSPI
92300,현우산업,"HYUNWOO INDUSTRIAL CO.,LTD",2007/10/24,KOSDAQ
53660,현진소재,"HYUNJIN MATERIALS CO., LTD.",2002/02/15,KOSDAQ
11080,형지I&C,HYUNGJI Innovation and Creative Company Limited,2004/07/02,KOSDAQ
93240,형지엘리트,HYUNGJI ELITE,2009/09/28,KOSPI
3010,혜인,HaeinCorporation,1988/09/20,KOSPI
111110,호전실업,Hojeon,2017/02/02,KOSPI
8775,호텔신라우,HotelShilla(1P),1991/08/09,KOSPI
8770,호텔신라,HotelShilla,1991/03/12,KOSPI
60560,홈센타홀딩스,"Home Center Holdings Co.,Ltd",2002/07/11,KOSDAQ
64240,홈캐스트,"homecast CO., LTD.",2003/06/11,KOSDAQ
39610,화성밸브,"HS VALVE CO., LTD",2000/03/16,KOSDAQ
2460,화성산업,HwasungIndustrial,1988/09/29,KOSPI
13520,화승알앤에이,HS R&A,1991/02/22,KOSPI
241590,화승엔터프라이즈,HWASEUNG ENTERPRISE,2016/10/04,KOSPI
6060,화승인더,HSIndustries,1991/02/04,KOSPI
10690,화신,Hwashin,1994/01/14,KOSPI
126640,화신정공,"HWASHIN PRECISION CO., LTD.",2010/08/31,KOSDAQ
133820,화인베스틸,FINEBESTEEL,2014/07/22,KOSPI
61250,화일약품,"HWAIL PHARM. CO., LTD",2002/04/18,KOSDAQ
10660,화천기계,HWACHEON MACHINERY,1988/12/12,KOSPI
850,화천기공,HwacheonMachineTool,1999/11/18,KOSPI
16580,환인제약,WhaninPharm,1996/07/03,KOSPI
32560,황금에스티,Hwang Kum Steel & Technology,2009/10/29,KOSPI
4800,효성,Hyosung,1973/06/30,KOSPI
94280,효성ITX,"HYOSUNG ITX Co., Ltd.",2007/10/25,KOSPI
97870,효성오앤비,"Hyosung ONB Co., Ltd",2008/04/08,KOSDAQ
298040,효성중공업,HYOSUNG HEAVY INDUSTRIES,2018/07/13,KOSPI
298050,효성첨단소재,HYOSUNG ADVANCED MATERIALS,2018/07/13,KOSPI
298020,효성티앤씨,HYOSUNG TNC,2018/07/13,KOSPI
298000,효성화학,HYOSUNG CHEMICAL,2018/07/13,KOSPI
93370,후성,"FOOSUNG CO.,LTD",2006/12/22,KOSPI
50090,휘닉스소재,"PHOENIX MATERIALS CO., LTD.",2004/06/29,KOSDAQ
81660,휠라홀딩스,Fila Holdings,2010/09/28,KOSPI
290270,휴네시온,"Hunesion co.,ltd",2018/08/02,KOSDAQ
5870,휴니드,HuneedTechnologies,1991/09/03,KOSPI
284420,휴럼,Hurum,2017/12/12,KONEX
90710,휴림로봇,"Hyulim ROBOT Co.,Ltd.",2006/12/05,KOSDAQ
205470,휴마시스,"HUMASIS CO., LTD.",2014/12/01,KOSDAQ
115160,휴맥스,"HUMAX CO., LTD.",2009/11/16,KOSDAQ
28080,휴맥스홀딩스,"Humax Holdings Co., Ltd",1997/04/16,KOSDAQ
32860,휴먼엔,Human N,1997/07/04,KOSDAQ
200670,휴메딕스,"Humedix Co., Ltd.",2014/12/26,KOSDAQ
212310,휴벡셀,HUVEXEL,2016/07/26,KONEX
79980,휴비스,HUVIS,2012/02/23,KOSPI
65510,휴비츠,"Huvitz Co., Ltd.",2003/10/31,KOSDAQ
5010,휴스틸,HUSTEEL,1973/06/29,KOSPI
243070,휴온스,"Huons Co., Ltd.",2016/06/03,KOSDAQ
84110,휴온스글로벌,"Huons Global Co., Ltd.",2006/12/19,KOSDAQ
145020,휴젤,"Hugel, Inc.",2015/12/24,KOSDAQ
69260,휴켐스,HuchemsFineChemicalCorporation,2002/10/07,KOSPI
24060,흥구석유,HeunguOil,1994/12/07,KOSDAQ
10240,흥국,"HEUNGKUK METALTECH CO.,LTD.",2009/05/12,KOSDAQ
189980,흥국에프엔비,"HYUNGKUK F&B Co., Ltd",2015/08/07,KOSDAQ
545,흥국화재우,HeungkukFire&MarineIns(1P),1990/03/20,KOSPI
547,흥국화재2우B,HeungkukFire&MarineIns(2PB),1999/08/09,KOSPI
540,흥국화재,HeungkukFire&MarineInsurance,1974/12/05,KOSPI
3280,흥아해운,HeungaShipping,1976/06/29,KOSPI
37440,희림,Heerim Architects & Planners,2000/02/03,KOSDAQ
238490,힘스,"HIMS CO., LTD.",2017/07/20,KOSDAQ
