code,krName,enName,ipoDate,exchange
98120,마이크로컨텍솔,"Micro Contact Solution Co.,Ltd.",2008/09/23,KOSDAQ
131100,스카이이앤엠,"SKY E&M Co., Ltd.",2011/06/14,KOSDAQ
9520,포스코엠텍,"POSCO M-TECH CO.,LTD.",1997/11/10,KOSDAQ
95570,AJ네트웍스,"AJ Networks Co.,Ltd.",2015/08/21,KOSPI
6840,AK홀딩스,"AK Holdings, Inc.",1999/08/11,KOSPI
282330,BGF리테일,BGF Retail,2017/12/08,KOSPI
27410,BGF,BGF,2014/05/19,KOSPI
138930,BNK금융지주,BNK Financial Group Inc.,2011/03/30,KOSPI
1465,BYC우,BYC(1P),1989/09/05,KOSPI
1460,BYC,BYC,1975/06/02,KOSPI
1045,CJ우,CJ(1P),1989/08/18,KOSPI
00104K,CJ4우(전환),CJ(4PC),2019/08/09,KOSPI
1040,CJ,CJ Corp.,1973/06/29,KOSPI
11155,CJ씨푸드1우,CJSEAFOODCORPORATION(1P),1990/01/13,KOSPI
11150,CJ씨푸드,CJSEAFOODCORPORATION,1988/11/26,KOSPI
58820,CMG제약,"CMG Pharmaceutical Co., Ltd.",2001/08/31,KOSDAQ
590,CS홀딩스,CSHOLDINGS,1975/12/22,KOSPI
12030,DB,DB Inc.,1993/01/06,KOSPI
16610,DB금융투자,"DB Financial Investment Co., LTD.",1988/06/27,KOSPI
5830,DB손해보험,DB INSURANCE,1973/06/28,KOSPI
995,DB하이텍1우,"DB HiTek Co.,LTD(1P)",2007/05/21,KOSPI
990,DB하이텍,"DB HiTek Co.,LTD",1975/12/12,KOSPI
139130,DGB금융지주,DGB Financial Group,2011/06/07,KOSPI
1530,DI동일,DI DONGIL,1964/01/04,KOSPI
215,DL우,DL(1P),1989/08/21,KOSPI
210,DL,DL,1976/02/02,KOSPI
37550K,DL이앤씨우,"DL E&C CO., LTD.(1P)",2021/01/25,KOSPI
375500,DL이앤씨,"DL E&C CO., LTD.",2021/01/25,KOSPI
155660,DSR,DSR CORP,2013/05/15,KOSPI
69730,DSR제강,DSRWIRECORP,2003/01/28,KOSPI
17940,E1,E1Corporation,1997/08/27,KOSPI
365550,ESR켄달스퀘어리츠,ESR KENDALL SQUARE REIT,2020/12/23,KOSPI
7700,F&F,F&F,1984/10/04,KOSPI
78935,GS우,GS Holdings(1P),2004/08/05,KOSPI
6360,GS건설,GS Engineering & Construction Corp,1981/08/03,KOSPI
78930,GS,GS Holdings,2004/08/05,KOSPI
12630,HDC,"HDC HOLDINGS CO.,Ltd",1996/10/16,KOSPI
294870,HDC현대산업개발,HYUNDAI DEVELOPMENT COMPANY,2018/06/12,KOSPI
3560,IHQ,IHQ,1973/12/18,KOSPI
175330,JB금융지주,"JB Financial Group Co., Ltd.",2013/07/18,KOSPI
234080,JW생명과학,JW LIFESCIENCE,2016/10/27,KOSPI
1065,JW중외제약우,JWPHARMACEUTICAL(1P),1994/10/21,KOSPI
1067,JW중외제약2우B,JWPHARMACEUTICAL(2PB),1998/04/13,KOSPI
1060,JW중외제약,JWPHARMACEUTICAL,1976/06/14,KOSPI
96760,JW홀딩스,JW HOLDINGS CORPORATION,2007/07/31,KOSPI
105560,KB금융,KB Financial Group,2008/10/10,KOSPI
24120,KB오토시스,"KB Autosys Co.,Ltd",1994/12/07,KOSDAQ
9070,KCTC,KCTC,1978/09/29,KOSPI
44180,KD,KD Corporation,2000/11/16,KOSDAQ
16385,KG동부제철우,KG DONGBUSTEEL(1P),1989/09/21,KOSPI
16380,KG동부제철,KG DONGBUSTEEL,1986/02/03,KOSPI
1390,KG케미칼,KG Chemical,1989/08/25,KOSPI
1940,KISCO홀딩스,KISCO Holdings,1989/11/13,KOSPI
25000,KPX케미칼,KPXCHEMICAL,1994/12/27,KOSPI
92230,KPX홀딩스,KPXHOLDINGS,2006/10/12,KOSPI
40,KR모터스,KR MOTORS,1976/05/25,KOSPI
93050,LF,LF,2006/12/01,KOSPI
3555,LG우,LG Corp.(1P),1988/11/18,KOSPI
34220,LG디스플레이,LG Display,2004/07/23,KOSPI
3550,LG,LG Corp.,1970/02/13,KOSPI
1120,LG상사,LGInternational,1976/01/30,KOSPI
51905,LG생활건강우,"LGHOUSEHOLD&HEALTHCARE,LTD(1P)",2001/04/25,KOSPI
51900,LG생활건강,"LGHOUSEHOLD&HEALTHCARE,LTD",2001/04/25,KOSPI
32640,LG유플러스,LG Uplus,2008/04/21,KOSPI
11070,LG이노텍,LG Innotek,2008/07/24,KOSPI
66575,LG전자우,LGELECTRONICS(1P),2002/04/22,KOSPI
66570,LG전자,LGELECTRONICS,2002/04/22,KOSPI
51915,LG화학우,"LGCHEM,LTD(1P)",2001/04/25,KOSPI
51910,LG화학,"LGCHEM,LTD",2001/04/25,KOSPI
79550,LIG넥스원,"LIG Nex1 Co., Ltd.",2015/10/02,KOSPI
10120,LS ELECTRIC,LS ELECTRIC,1994/07/11,KOSPI
680,LS네트웍스,LSNetworks,1973/11/15,KOSPI
6260,LS,LS,1977/06/30,KOSPI
23150,MH에탄올,MHETHANOL,1996/12/24,KOSPI
35420,NAVER,NAVER,2008/11/28,KOSPI
181710,NHN,NHN,2013/08/29,KOSPI
338100,NH프라임리츠,NH Prime REIT,2019/12/05,KOSPI
34310,NICE,NICEHoldings,2004/02/04,KOSPI
8260,NI스틸,NI STEEL,1975/06/28,KOSPI
4255,NPC우,NPC(1P),1990/01/15,KOSPI
4250,NPC,NPC,1969/09/08,KOSPI
10060,OCI,OCI,1985/07/09,KOSPI
100840,S&TC,S&T Corporation,2008/02/22,KOSPI
64960,S&T모티브,"S&T MOTIV CO., LTD",2002/03/11,KOSPI
3570,S&T중공업,S&TDynamics,1976/07/08,KOSPI
36530,S&T홀딩스,S&T Holdings,2002/10/22,KOSPI
10955,S-Oil우,S-Oil(1P),1992/05/28,KOSPI
10950,S-Oil,S-OilCorporation,1987/05/27,KOSPI
950110,SBI핀테크솔루션즈,"SBI FinTech Solutions Co., Ltd.",2012/12/17,KOSDAQ
101060,SBS미디어홀딩스,SBS Media Holdings,2008/03/24,KOSPI
5090,SGC에너지,SGC Energy,1993/01/06,KOSPI
2360,SH에너지화학,SH ENERGY & CHEMICAL,1985/12/23,KOSPI
9160,SIMPAC,SIMPACInc,1989/07/29,KOSPI
123700,SJM,"SJM CO.,LTD",2010/05/31,KOSPI
25530,SJM홀딩스,SJM HOLDINGS,1997/02/12,KOSPI
03473K,SK우,SK(1P),2015/08/17,KOSPI
11790,SKC,SKC,1997/07/18,KOSPI
18670,SK가스,SKGas,1997/08/27,KOSPI
1745,SK네트웍스우,"SKNetworksCo.,Ltd(1P)",1989/12/21,KOSPI
1740,SK네트웍스,"SKNetworksCo.,Ltd",1977/06/30,KOSPI
210980,SK디앤디,"SK D&D Co., Ltd",2015/06/23,KOSPI
34730,SK,SK Holdings,2009/11/11,KOSPI
96775,SK이노베이션우,SK Innovation(1P),2007/07/25,KOSPI
96770,SK이노베이션,SK Innovation,2007/07/25,KOSPI
1515,SK증권우,SKSecurities(1P),1989/08/29,KOSPI
1510,SK증권,SKSecurities,1986/09/20,KOSPI
28513K,SK케미칼우,SKCHEMICALS(1P),2018/01/05,KOSPI
285130,SK케미칼,SKCHEMICALS,2018/01/05,KOSPI
17670,SK텔레콤,SKTelecom,1989/11/07,KOSPI
5610,SPC삼립,SPC SAMLIP,1975/05/02,KOSPI
11810,STX,STX,1990/09/12,KOSPI
77970,STX엔진,"STXEngineCo.,Ltd",2004/05/10,KOSPI
71970,STX중공업,STX Heavy Industries,2009/05/15,KOSPI
84870,TBH글로벌,TBH GLOBAL,2005/12/19,KOSPI
2710,TCC스틸,TCC STEEL,1984/12/21,KOSPI
24070,WISCOM,WISCOM,1996/11/22,KOSPI
79940,가비아,"GABIA, Inc.",2005/10/19,KOSDAQ
78890,가온미디어,"KAON Media Co., Ltd.",2005/07/12,KOSDAQ
500,가온전선,GAONCABLE,1987/06/08,KOSPI
192410,감마누,Gamma Nu Inc.,2014/08/14,KOSDAQ
860,강남제비스코,KANGNAM JEVISCO,1975/11/12,KOSPI
217730,강스템바이오텍,"KANGSTEM BIOTECH CO., LTD.",2015/12/21,KOSDAQ
114190,강원,"KANGWON Co., Ltd.",2009/11/20,KOSDAQ
35250,강원랜드,"Kangwon Land, Inc.",2003/09/04,KOSPI
94480,갤럭시아머니트리,"GalaxiaMoneytree Co.,Ltd.",2007/07/20,KOSDAQ
11420,갤럭시아에스엠,GALAXIA SM,1989/11/14,KOSPI
63080,게임빌,GAMEVIL. INC,2009/07/30,KOSDAQ
44480,경남바이오파마,"Kyung Nam Biopharma CO.,LTD.",2001/01/11,KOSDAQ
39240,경남스틸,"Kyeong Nam Steel Co., LTD",2000/03/07,KOSDAQ
53950,경남제약,"KYUNG NAM PHARM.CO.,LTD.",2001/11/06,KOSDAQ
223310,경남제약헬스케어,"KYUNG NAM PHARM HEALTH CARE CO., LTD.",2015/12/24,KOSDAQ
2100,경농,Kyungnong,1977/06/30,KOSPI
9450,경동나비엔,KYUNGDONGNAVIEN,1993/08/31,KOSPI
267290,경동도시가스,KYUNGDONG CITY GAS,2017/05/12,KOSPI
12320,경동인베스트,KYUNGDONG INVEST,1997/03/07,KOSPI
11040,경동제약,KyungdongPharm,1992/12/18,KOSDAQ
50,경방,Kyungbang,1956/03/03,KOSPI
214390,경보제약,"KYONGBO PHARMACEUTICAL CO., LTD.",2015/06/29,KOSPI
12610,경인양행,KyunginSynthetic,1995/10/05,KOSPI
9140,경인전자,KyunginElectronics,1989/06/20,KOSPI
24910,경창산업,KyungchangIndustrial,1994/12/29,KOSDAQ
13580,계룡건설,KyeryongConstructionIndustrial,1996/01/30,KOSPI
12205,계양전기우,KeyangElectricMachinery(1P),1989/08/02,KOSPI
12200,계양전기,KeyangElectricMachinery,1988/07/06,KOSPI
2140,고려산업,KoreaIndustrial,1991/01/14,KOSPI
198440,고려시멘트,"KOREA CEMENT co., Ltd.",2014/08/13,KOSDAQ
49720,고려신용정보,"KORYO CREDIT INFORMATION CO., LTD.",2002/01/31,KOSDAQ
10130,고려아연,KoreaZinc,1990/07/28,KOSPI
2240,고려제강,KISWire,1976/05/25,KOSPI
14570,고려제약,"KOREAN DRUG CO., LTD.",2000/12/07,KOSDAQ
348150,고바이오랩,"KoBioLabs, Inc",2020/11/18,KOSDAQ
98460,고영,Koh Young Technology Inc.,2008/06/03,KOSDAQ
38530,골드퍼시픽,"Gold Pacific Co.,Ltd",2000/06/09,KOSDAQ
215000,골프존,"GOLFZON Co., Ltd.",2015/04/03,KOSDAQ
121440,골프존뉴딘홀딩스,"GOLFZON NEWDIN HOLDINGS Co., Ltd.",2011/05/20,KOSDAQ
183410,골프존데카,GolfzonDeca,2013/11/12,KONEX
76340,관악산업,GWANAK CONSTRUCTION AND EQUIPMENT SERVICE,2015/05/18,KONEX
9290,광동제약,KwangdongPharmaceutical,1989/11/17,KOSPI
14200,광림,"KANGLIM Co., LTD.",1993/07/07,KOSDAQ
17040,광명전기,KWANG MYUNG ELECTRIC,1990/09/14,KOSPI
17900,광전자,AUK,1996/10/16,KOSPI
37710,광주신세계,GwangjuShinsegae,2002/02/07,KOSPI
26910,광진실업,KwangjinInd,1996/01/03,KOSDAQ
90150,광진윈텍,"KWANGJIN WINTEC CO., LTD",2006/10/20,KOSDAQ
355150,교보10호스팩,Kyobo 10 Special Purpose Acquisition Company,2020/09/18,KOSDAQ
307280,교보8호스팩,Kyobo 8 Special Purpose Acquisition Company,2018/12/05,KOSDAQ
331520,교보9호스팩,Kyobo 9 Special Purpose Acquisition Company,2019/10/29,KOSDAQ
30610,교보증권,"KYOBOSECURITIESCO.,LTD.",2002/07/18,KOSPI
339770,교촌에프앤비,KYOCHON FOOD&BEVERAGE,2020/11/12,KOSPI
329050,구스앤홈,GOOSE & HOME,2019/07/12,KONEX
53270,구영테크,GUYOUNGTECHNOLOGY COMPANY LIMITED,2002/02/07,KOSDAQ
7690,국도화학,KukdoChemical,1989/08/05,KOSPI
5320,국동,Kukdong,1996/12/24,KOSPI
66620,국보디자인,KUKBO DESIGN,2002/09/05,KOSDAQ
1140,국보,KUKBO,1989/12/02,KOSPI
43650,국순당,"KOOK SOON DANG CO., LTD.",2000/08/24,KOSDAQ
6050,국영지앤엠,KUK YOUNG G&M,1994/10/07,KOSDAQ
60480,국일신동,"KUKIL METAL CO., LTD",2014/12/29,KOSDAQ
78130,국일제지,"KUK-IL PAPER MFG CO.,LTD",2004/10/22,KOSDAQ
307750,국전약품,"KUKJEON PHARMACEUTICAL Co.,Ltd",2018/12/19,KOSDAQ
2720,국제약품,Kukje Pharma,1975/12/27,KOSPI
243870,굿센,Goodcen,2016/10/31,KONEX
114090,GKL,Grand Korea Leisure,2009/11/19,KOSPI
900290,GRT,Great Rich Technologies Limited,2016/10/25,KOSDAQ
204020,그리티,"GRITEE, Inc.",2018/07/23,KOSDAQ
83420,그린케미칼,GREEN CHEMICAL,2005/10/20,KOSPI
186230,그린플러스,"GREEN PLUS Co., Ltd",2019/08/07,KOSDAQ
14530,극동유화,KukdongOil&Chem.,1991/01/31,KOSPI
83450,GST,"Global Standard Technology Co., Ltd.",2006/02/01,KOSDAQ
900070,글로벌에스엠,Global SM Tech Limited,2009/12/23,KOSDAQ
204620,글로벌텍스프리,"Global Tax Free Co., Ltd.",2014/11/19,KOSDAQ
19660,글로본,"GLOBON CO., LTD.",1992/06/04,KOSDAQ
14285,금강공업우,KUMKANG KIND(1P),1989/07/31,KOSPI
14280,금강공업,KUMKANG KIND,1988/09/10,KOSPI
53260,금강철강,"KEUM KANG STEEL CO., LTD",2002/01/04,KOSDAQ
8870,금비,Kumbi,1990/06/08,KOSPI
45890,GV,GeumVit Corp,2005/11/28,KOSDAQ
1570,금양,Kumyang,1976/12/17,KOSPI
2995,금호산업우,KumhoIndustrial(1P),1988/10/06,KOSPI
2990,금호산업,KumhoIndustrial,1976/06/26,KOSPI
11785,금호석유우,KumhoPetrochemical(1P),1988/10/20,KOSPI
11780,금호석유,KumhoPetrochemical,1988/01/22,KOSPI
214330,금호에이치티,"Kumho HT, Inc.",2015/11/11,KOSPI
1210,금호전기,KumhoElectric,1973/11/15,KOSPI
73240,금호타이어,"KUMHOTIRECO.,INC",2005/02/17,KOSPI
36190,금화피에스시,"GEUMHWA PSC CO.,LTD.",2000/12/26,KOSDAQ
49080,기가레인,"GIGALANE Co., Ltd.",2013/12/19,KOSDAQ
35460,기산텔레콤,"Kisan Telecom CO.,Ltd",1999/11/18,KOSDAQ
92440,기신정기,KISHIN CORPORATION,2007/10/30,KOSPI
270,기아차,KiaMotors,1973/07/21,KOSPI
13700,까뮤이앤씨,CAMUS ENGINEERING & CONSTRUCTION Inc.,1989/11/30,KOSPI
308100,까스텔바작,"Castelbajac Co., Ltd.",2019/06/10,KOSDAQ
4545,깨끗한나라우,KleanNara(1P),1988/11/21,KOSPI
4540,깨끗한나라,KleanNara,1975/06/25,KOSPI
187790,나노,"NANO. Co., Ltd.",2014/05/08,KOSDAQ
286750,나노브릭,"NANOBRICK Co., Ltd.",2019/08/19,KOSDAQ
151910,나노스,"NANOS Co.,Ltd.",2012/08/02,KOSDAQ
121600,나노신소재,"Advanced Nano Products Co.,Ltd",2011/02/09,KOSDAQ
39860,나노엔텍,"NanoenTek,Inc.",2000/08/16,KOSDAQ
91970,나노캠텍,Nano Chem Tech Inc.,2007/01/30,KOSDAQ
244880,나눔테크,NANOOM,2016/06/01,KONEX
288490,나라소프트,NARASOFT,2018/11/23,KONEX
51490,나라엠앤디,"NARA MOLD & DIE CO., LTD.",2001/06/12,KOSDAQ
190510,나무가,"Namuga Co.,Ltd",2015/11/12,KOSDAQ
242040,나무기술,"NAMU TECH CO.,LTD.",2016/09/07,KOSDAQ
89600,나스미디어,"Nasmedia Co., Ltd.",2013/07/17,KOSDAQ
293580,나우IB,NAU IB Capital,2018/10/04,KOSDAQ
257990,나우코스,NOWCOS,2020/12/30,KONEX
138610,나이벡,"NIBEC CO., LTD.",2011/07/13,KOSDAQ
130580,나이스디앤비,"NICE D&B CO., LTD.",2011/12/22,KOSDAQ
36800,나이스정보통신,NICE INFORMATION&TELECOMMUNICATION INC.,2000/05/03,KOSDAQ
30190,NICE평가정보,"NICE Information Service Co., Ltd.",2000/05/16,KOSDAQ
267320,나인테크,"Naintech. CO.,LTD.",2017/06/22,KOSDAQ
1260,남광토건,NamkwangEngineering&Construction,1976/12/28,KOSPI
8355,남선알미우,NamsunAluminium(1P),1989/12/23,KOSPI
8350,남선알미늄,NamsunAluminium,1978/05/22,KOSPI
4270,남성,Namsung,1989/11/14,KOSPI
3925,남양유업우,NamyangDairyProducts(1P),1988/06/20,KOSPI
3920,남양유업,NamyangDairyProducts,1978/06/24,KOSPI
25860,남해화학,NamhaeChemical,1995/11/10,KOSPI
111710,남화산업,"Namhwa Industrial Co.,Ltd",2018/11/29,KOSDAQ
91590,남화토건,"Nam Hwa Construction Company, Limited",2012/01/31,KOSDAQ
168330,내츄럴엔도텍,"Naturalendo Tech Co., Ltd",2013/10/31,KOSDAQ
56000,네스엠,"NESM Co.,Ltd",2003/07/11,KOSDAQ
253590,네오셈,Neosem Inc.,2018/04/04,KOSDAQ
212560,네오오토,"NEOOTO Co., Ltd.",2015/11/18,KOSDAQ
95660,네오위즈,NEOWIZ,2007/07/02,KOSDAQ
42420,네오위즈홀딩스,NEOWIZ HOLDINDS Corporation,2000/06/27,KOSDAQ
311390,네오크레마,"Neo Cremar Co., Ltd.",2019/08/22,KOSDAQ
85910,네오티스,"NEO TECHNICAL SYSTEM CO., LTD",2007/10/01,KOSDAQ
92730,네오팜,"Neopharm CO., LTD.",2007/01/30,KOSDAQ
290660,네오펙트,"NEOFECT Co.,Ltd",2018/11/28,KOSDAQ
306620,네온테크,"Neontech Co., Ltd.",2018/10/31,KOSDAQ
153460,네이블,"Nable Communications, Inc.",2012/07/19,KOSDAQ
7390,네이처셀,"NATURECELL CO.,LTD.",1992/11/30,KOSDAQ
86220,네추럴FNP,Natural F&P,2015/07/09,KONEX
33640,네패스,NEPES Corporation,1999/12/14,KOSDAQ
330860,네패스아크,Nepes Ark Corporation,2020/11/17,KOSDAQ
5725,넥센우,NEXEN(1P),1989/09/23,KOSPI
5720,넥센,NEXEN,1987/12/19,KOSPI
2355,넥센타이어1우B,NEXENTIRE(1PB),1999/06/08,KOSPI
2350,넥센타이어,NEXENTIRE,1976/05/19,KOSPI
89140,넥스턴,"NEXTURN Co.,Ltd",2006/11/01,KOSDAQ
65170,넥스트BT,"NEXT BT Co., LTD.",2002/11/19,KOSDAQ
3580,넥스트사이언스,NEXT SCIENCE,1990/03/23,KOSPI
137940,넥스트아이,"NextEye Co., Ltd.",2011/06/14,KOSDAQ
160550,NEW,"Next Entertainment World Co., Ltd.",2014/12/23,KOSDAQ
348210,넥스틴,NEXTIN Inc.,2020/10/08,KOSDAQ
41140,넥슨지티,"Nexon GT Co., Ltd.",2000/07/25,KOSDAQ
217270,넵튠,Neptune Company,2015/06/18,KOSDAQ
225570,넷게임즈,"NAT GAMES Co., Ltd.",2015/09/25,KOSDAQ
251270,넷마블,Netmarble Corporation,2017/05/12,KOSPI
317860,노드메이슨,Nordmason,2019/12/06,KONEX
104620,노랑풍선,"Yellow Balloon Tour Co., Ltd.",2019/01/30,KOSDAQ
90355,노루페인트우,NOROO PAINT(1P),2006/07/03,KOSPI
90350,노루페인트,NOROO PAINT,2006/07/03,KOSPI
325,노루홀딩스우,NorooHoldings(1P),1989/01/21,KOSPI
320,노루홀딩스,NorooHoldings,1973/08/10,KOSPI
194700,노바렉스,"NOVAREX Co., Ltd.",2018/11/14,KOSDAQ
285490,노바텍,NOVATECH,2018/11/02,KOSDAQ
229500,노브메타파마,NOVMETAPHARMA,2015/10/28,KONEX
278650,노터스,"KNOTUS Co.,Ltd.",2019/11/27,KOSDAQ
144510,녹십자랩셀,Green Cross Lab Cell Corporation,2016/06/23,KOSDAQ
6280,녹십자,Green Cross Corporation,1989/08/01,KOSPI
31390,녹십자셀,GREEN CROSS CELL CORPORATION,1998/09/25,KOSDAQ
142280,녹십자엠에스,Green Cross Medical Science Corporation,2014/12/17,KOSDAQ
234690,녹십자웰빙,GREEN CROSS WellBeing Corporation,2019/10/14,KOSDAQ
5257,녹십자홀딩스2우,Green Cross Holdings Corporation(2PB),1997/03/19,KOSPI
5250,녹십자홀딩스,Green Cross Holdings Corporation,1978/08/28,KOSPI
65560,녹원씨엔아이,"Nokwon Commercials & Industries, Inc.",2003/07/01,KOSDAQ
4370,농심,Nongshim,1976/06/30,KOSPI
72710,농심홀딩스,NongshimHoldings,2003/07/30,KOSPI
154030,아시아종묘,"ASIA SEED Co.,Ltd.",2018/02/12,KOSDAQ
54050,농우바이오,"NONG WOO BIO CO.,LTD.",2002/04/02,KOSDAQ
40160,누리텔레콤,"NURI Telecom Co.,LTD.",2000/08/29,KOSDAQ
69140,누리플랜,"Nuriplan Co., Ltd",2010/10/26,KOSDAQ
126870,뉴로스,"NEUROS Co., Ltd.",2012/02/15,KOSDAQ
60260,뉴보텍,"NUVOTEC Co., Ltd",2002/02/05,KOSDAQ
12340,뉴인텍,"NUIN TEK CO., LTD",1997/02/12,KOSDAQ
214870,뉴지랩,"NewGLAB CO.,LTD",2015/10/13,KOSDAQ
270870,뉴트리,"Newtree Co., Ltd.",2018/12/13,KOSDAQ
144960,뉴파워프라즈마,"New Power Plasma Co.,Ltd",2016/11/30,KOSDAQ
900100,뉴프라이드,New Pride Corporation,2010/04/21,KOSDAQ
85670,뉴프렉스,"NEWFLEX TECHNOLOGY Co., LTD.",2006/01/17,KOSDAQ
119860,다나와,"DANAWA Co., Ltd",2011/01/24,KOSDAQ
64260,다날,"DANAL CO., LTD.",2004/07/23,KOSDAQ
93640,다믈멀티미디어,"Tamul Multimedia, Co., Ltd.",2007/10/19,KOSDAQ
39560,다산네트웍스,"DASAN Networks, Inc.",2000/06/22,KOSDAQ
58730,다스코,Development Advance Solution,2004/08/02,KOSPI
23590,다우기술,DaouTechnology,1997/08/27,KOSPI
32190,다우데이타,DAOU DATA CORP.,1999/12/21,KOSDAQ
323350,다원넥스뷰,DAWON NEXVIEW,2019/05/21,KONEX
68240,다원시스,"DAWONSYS Co., LTD",2010/09/14,KOSDAQ
86080,다이노나,DiNonA,2018/05/08,KONEX
271850,다이오진,DIOGENE,2017/06/19,KONEX
343090,단디바이오,DanDiBio,2020/04/24,KONEX
19680,대교,DAEKYO,2004/02/03,KOSPI
19685,대교우B,DAEKYO(1PB),2004/02/03,KOSPI
6370,대구백화점,DaeguDepartmentStore,1988/10/10,KOSPI
00806K,대덕1우,"DAEDUCK Co.,LTD(1P)",2018/12/19,KOSPI
8060,대덕,"DAEDUCK Co.,LTD",1989/01/26,KOSPI
353200,대덕전자,DaeduckElectronics,2020/05/21,KOSPI
35320K,대덕전자1우,DaeduckElectronics(1P),2020/05/21,KOSPI
178600,대동고려삼,"DAEDONG KOREA GINSENG CO.,LTD.",2013/12/20,KONEX
490,대동공업,Daedong,1975/06/27,KOSPI
20400,대동금속,DaedongMetal,1993/07/30,KOSDAQ
8830,대동기어,DaedongGear,1991/05/17,KOSDAQ
48470,대동스틸,"DAE DONG STEEL CO., LTD.",2002/01/10,KOSDAQ
8110,대동전자,DAIDONGElECTRONICS,1990/06/05,KOSPI
4780,대륙제관,DaeryukCan,1994/12/29,KOSDAQ
5750,대림B&Co,DAELIM B&Co,1992/12/23,KOSPI
1880,대림건설,DaelimConstruction,1977/12/22,KOSPI
17650,대림제지,DaelimPaper,1994/11/07,KOSDAQ
6570,대림통상,DaelimTrading,1975/11/20,KOSPI
7720,대명소노시즌,"DAEMYUNG SONOSEASON CO.,LTD.",1994/01/06,KOSDAQ
317850,대모,"DAEMO Engineering Co.,Ltd.",2019/07/24,KOSDAQ
290670,대보마그네틱,"DAEBO MAGNETIC CO.,LTD.",2018/11/06,KOSDAQ
78140,대봉엘에스,"Daebongls co., Ltd",2005/12/23,KOSDAQ
1685,대상우,Daesang(1P),1989/11/21,KOSPI
1680,대상,Daesang,1970/04/01,KOSPI
84695,대상홀딩스우,Daesang Holdings(1P),2005/08/17,KOSPI
84690,대상홀딩스,Daesang Holdings,2005/08/17,KOSPI
36480,대성미생물,"Daesung Microbiological Labs. Co., Ltd.",2000/04/04,KOSDAQ
128820,대성산업,DAESUNG INDUSTRIAL,2010/07/30,KOSPI
117580,대성에너지,DAESUNG ENERGY,2010/12/24,KOSPI
25440,대성엘텍,"DAESUNG ELTEC CO., LTD.",1995/05/22,KOSDAQ
27830,대성창투,"Daesung Private Equity, Inc.",1999/11/30,KOSDAQ
104040,대성파인텍,"Daesung Fine Tech. Co., Ltd",2009/01/23,KOSDAQ
16710,대성홀딩스,DAESUNG HOLDINGS,1999/12/22,KOSPI
332290,대신밸런스제7호스팩,Daishin Balance No.7 Special Purpose Acquisition Company,2019/10/11,KOSDAQ
336570,대신밸런스제8호스팩,Daishin Balance No.8 Special Purpose Acquisition Company,2019/12/19,KOSDAQ
369370,대신밸런스제9호스팩,Daishin Balance No.9 Special Purpose Acquisition Company,2020/12/23,KOSDAQ
20180,대신정보통신,DaishinInformation,1995/10/06,KOSDAQ
3545,대신증권우,DaishinSecurities(1P),1988/09/01,KOSPI
3547,대신증권2우B,DAISHINSECURITIES(2PB),2007/11/09,KOSPI
3540,대신증권,DaishinSecurities,1975/10/01,KOSPI
45390,대아티아이,"DAEA TI CO., LTD.",2001/05/17,KOSDAQ
9190,대양금속,DaiyangMetal,1994/04/29,KOSPI
108380,대양전기공업,"DAYANG ELECTRIC CO.,LTD",2011/07/08,KOSDAQ
6580,대양제지,DaeyangPaperMfg,1993/12/29,KOSDAQ
14160,대영포장,DaeyoungPackaging,1990/03/06,KOSPI
47040,대우건설,DaewooEngineering&Construction,2001/03/23,KOSPI
9320,대우부품,DAEWOO ELECTRONIC COMPONENTS,1989/08/25,KOSPI
42660,대우조선해양,DAEWOOSHIPBUILDING&MARINEENGINEERING,2001/02/02,KOSPI
3090,대웅,Daewoong,1973/06/26,KOSPI
69620,대웅제약,DAEWOONGPHARMACEUTICAL,2002/11/01,KOSPI
7680,대원,"DAEWON CO., LTD.",2017/12/01,KOSDAQ
430,대원강업,DaewonKangup,1977/06/22,KOSPI
48910,대원미디어,"DAEWON MEDIA CO.,LTD.",2001/07/31,KOSDAQ
5710,대원산업,Daewonsanup,1993/06/21,KOSDAQ
6345,대원전선우,DaewonCable(1P),1989/06/21,KOSPI
6340,대원전선,DaewonCable,1988/05/04,KOSPI
3220,대원제약,DaewonPharmaceutical,1999/12/15,KOSPI
24890,대원화성,DaewonChemical,1997/10/28,KOSPI
290380,대유,"Dae Yu Co., Ltd.",2018/08/10,KOSDAQ
2880,대유에이텍,"DAYOU AUTOMOTIVE SEAT TECHNOLOGY CO.,LTD",1977/02/18,KOSPI
290120,대유에이피,"Dayou AP Co.,Ltd.",2018/12/07,KOSDAQ
300,대유플러스,DAYOUPLUS,1975/06/09,KOSPI
120240,대정화금,"Daejung Chemicals & Metals Co., Ltd.",2010/12/20,KOSDAQ
3310,대주산업,Daejoo Inc.,1992/08/01,KOSDAQ
114920,대주이엔티,"Daejoo Energy INnovation Technology Co.,Ltd",2013/07/01,KONEX
78600,대주전자재료,"Daejoo Electronic Materials Co., Ltd.",2004/12/10,KOSDAQ
15230,대창단조,DaechangForging,1989/07/25,KOSPI
12800,대창,DAECHANG,1989/12/05,KOSPI
96350,대창솔루션,"DAECHANG SOLUTION CO.,LTD.",2007/12/17,KOSDAQ
140520,대창스틸,"DaeChang Steel CO., LTD.",2014/12/05,KOSDAQ
131220,대한과학,"DAIHAN SCIENTIFIC CO., Ltd",2011/10/11,KOSDAQ
